temperature,ph,turbidity,tds,rainfall,humidity,risk_level,is_synthetic,source
29.92,7.62,7.56,464.54,21.0,36.22,LOW,True,synthetic:who_cdc_rules
33.27,6.64,3.16,607.97,0.0,71.21,MEDIUM,True,synthetic:who_cdc_rules
30.12,7.08,0.1,483.09,39.16,38.92,LOW,True,synthetic:who_cdc_rules
29.03,8.95,10.93,360.92,0.76,36.34,MEDIUM,True,synthetic:who_cdc_rules
38.4,5.81,1.08,176.66,19.33,85.0,HIGH,True,synthetic:who_cdc_rules
33.84,6.73,0.1,432.38,31.44,38.0,LOW,True,synthetic:who_cdc_rules
22.99,8.72,8.19,572.22,19.13,94.45,MEDIUM,True,synthetic:who_cdc_rules
38.06,6.68,9.97,438.99,13.46,91.45,MEDIUM,True,synthetic:who_cdc_rules
35.18,5.87,5.83,301.55,23.79,67.47,MEDIUM,True,synthetic:who_cdc_rules
18.1,6.0,3.95,395.88,5.71,43.89,MEDIUM,True,synthetic:who_cdc_rules
27.15,5.58,1.96,632.46,0.0,60.47,LOW,True,synthetic:who_cdc_rules
36.86,7.96,0.1,294.68,0.0,65.23,MEDIUM,True,synthetic:who_cdc_rules
27.92,6.61,3.92,309.53,0.0,42.86,LOW,True,synthetic:who_cdc_rules
30.73,8.34,4.39,227.16,0.0,70.44,LOW,True,synthetic:who_cdc_rules
18.19,6.28,9.2,388.61,0.0,32.27,MEDIUM,True,synthetic:who_cdc_rules
30.89,8.7,0.1,555.05,30.07,53.36,MEDIUM,True,synthetic:who_cdc_rules
26.95,7.8,5.21,424.34,13.54,61.51,LOW,True,synthetic:who_cdc_rules
38.22,6.59,9.74,362.77,0.0,81.78,MEDIUM,True,synthetic:who_cdc_rules
31.19,6.26,7.12,120.23,36.14,68.26,MEDIUM,True,synthetic:who_cdc_rules
28.59,6.98,3.85,308.84,65.59,72.07,MEDIUM,True,synthetic:who_cdc_rules
34.95,6.98,11.62,219.49,16.52,70.84,MEDIUM,True,synthetic:who_cdc_rules
26.57,7.56,8.84,619.29,33.39,90.55,MEDIUM,True,synthetic:who_cdc_rules
37.04,5.94,11.79,479.64,0.0,83.54,HIGH,True,synthetic:who_cdc_rules
29.74,8.72,7.55,570.32,31.13,87.79,MEDIUM,True,synthetic:who_cdc_rules
30.3,5.82,8.33,558.75,0.0,50.21,MEDIUM,True,synthetic:who_cdc_rules
33.61,8.2,13.59,252.56,8.41,32.91,MEDIUM,True,synthetic:who_cdc_rules
26.14,7.92,0.1,203.21,10.36,87.07,LOW,True,synthetic:who_cdc_rules
39.64,7.07,5.87,198.08,29.17,32.49,MEDIUM,True,synthetic:who_cdc_rules
32.87,7.52,5.78,361.57,29.02,65.88,LOW,True,synthetic:who_cdc_rules
19.83,6.76,2.76,345.2,18.8,62.04,LOW,True,synthetic:who_cdc_rules
37.1,8.08,0.1,483.62,6.75,93.01,MEDIUM,True,synthetic:who_cdc_rules
34.87,7.94,6.26,441.6,42.4,69.55,MEDIUM,True,synthetic:who_cdc_rules
37.26,6.75,0.1,311.05,4.15,36.82,MEDIUM,True,synthetic:who_cdc_rules
38.1,8.1,8.03,339.96,21.3,78.01,MEDIUM,True,synthetic:who_cdc_rules
26.3,5.9,5.61,560.32,18.89,85.78,MEDIUM,True,synthetic:who_cdc_rules
25.38,8.16,12.24,677.67,9.64,41.68,MEDIUM,True,synthetic:who_cdc_rules
19.81,5.86,1.54,348.42,22.63,93.57,MEDIUM,True,synthetic:who_cdc_rules
23.16,6.9,16.24,241.37,0.0,53.81,MEDIUM,True,synthetic:who_cdc_rules
21.75,6.46,13.18,447.82,32.76,65.36,MEDIUM,True,synthetic:who_cdc_rules
19.17,7.8,0.33,458.07,0.0,91.58,LOW,True,synthetic:who_cdc_rules
35.24,7.26,8.03,703.84,14.04,31.35,MEDIUM,True,synthetic:who_cdc_rules
23.47,7.95,4.27,481.45,0.0,32.6,MEDIUM,True,synthetic:who_cdc_rules
28.0,7.26,11.77,365.79,11.29,39.17,MEDIUM,True,synthetic:who_cdc_rules
28.75,8.84,7.98,394.23,7.78,35.76,LOW,True,synthetic:who_cdc_rules
20.03,7.22,8.29,737.8,32.92,69.42,MEDIUM,True,synthetic:who_cdc_rules
19.36,6.85,14.1,472.0,15.19,51.57,MEDIUM,True,synthetic:who_cdc_rules
28.16,5.55,12.33,573.35,27.03,54.58,HIGH,True,synthetic:who_cdc_rules
20.96,5.7,3.29,1000.47,9.54,70.56,MEDIUM,True,synthetic:who_cdc_rules
38.3,8.77,14.09,502.91,29.65,52.37,HIGH,True,synthetic:who_cdc_rules
23.2,6.51,9.4,274.73,0.0,30.21,LOW,True,synthetic:who_cdc_rules
28.76,6.39,7.66,607.03,19.65,94.88,HIGH,True,synthetic:who_cdc_rules
23.91,7.46,1.04,66.13,0.0,87.51,LOW,True,synthetic:who_cdc_rules
33.01,6.16,6.93,92.33,0.0,76.5,MEDIUM,True,synthetic:who_cdc_rules
37.41,8.32,0.1,285.38,0.0,47.61,MEDIUM,True,synthetic:who_cdc_rules
19.3,6.77,5.98,407.56,0.0,71.12,LOW,True,synthetic:who_cdc_rules
27.11,7.38,7.56,456.95,18.91,64.32,LOW,True,synthetic:who_cdc_rules
29.05,7.96,5.48,415.44,2.0,65.85,LOW,True,synthetic:who_cdc_rules
33.31,8.94,5.38,425.54,0.0,37.48,MEDIUM,True,synthetic:who_cdc_rules
18.06,8.43,4.55,273.09,6.37,47.49,LOW,True,synthetic:who_cdc_rules
32.04,6.43,11.86,483.28,0.0,42.87,MEDIUM,True,synthetic:who_cdc_rules
18.77,6.53,9.6,617.85,13.72,80.96,MEDIUM,True,synthetic:who_cdc_rules
24.43,7.27,16.64,365.67,0.0,93.91,MEDIUM,True,synthetic:who_cdc_rules
25.59,8.54,8.85,331.79,14.44,87.98,MEDIUM,True,synthetic:who_cdc_rules
18.11,6.35,7.62,58.45,4.87,37.87,MEDIUM,True,synthetic:who_cdc_rules
29.46,8.37,0.74,436.38,33.08,51.39,LOW,True,synthetic:who_cdc_rules
27.75,7.73,2.66,307.08,0.0,42.94,LOW,True,synthetic:who_cdc_rules
33.42,8.0,7.25,493.92,6.85,66.67,LOW,True,synthetic:who_cdc_rules
38.96,5.93,0.1,319.29,7.85,84.8,HIGH,True,synthetic:who_cdc_rules
21.85,7.79,3.89,238.2,26.73,32.34,LOW,True,synthetic:who_cdc_rules
33.12,6.59,11.67,215.35,0.0,75.71,MEDIUM,True,synthetic:who_cdc_rules
33.2,6.21,11.95,513.51,2.99,42.09,MEDIUM,True,synthetic:who_cdc_rules
39.74,6.91,6.92,384.85,4.5,48.19,LOW,True,synthetic:who_cdc_rules
23.61,8.15,9.8,225.06,0.0,70.5,LOW,True,synthetic:who_cdc_rules
32.74,7.69,2.0,620.29,45.95,74.27,MEDIUM,True,synthetic:who_cdc_rules
18.99,7.33,5.58,271.13,22.14,89.81,LOW,True,synthetic:who_cdc_rules
37.53,6.54,0.1,234.91,1.17,85.63,MEDIUM,True,synthetic:who_cdc_rules
24.81,6.08,5.25,527.08,9.59,81.05,MEDIUM,True,synthetic:who_cdc_rules
23.22,7.95,9.58,450.99,44.4,72.9,MEDIUM,True,synthetic:who_cdc_rules
27.82,5.79,8.13,312.5,0.0,94.13,MEDIUM,True,synthetic:who_cdc_rules
38.58,6.63,0.72,292.87,31.91,93.46,MEDIUM,True,synthetic:who_cdc_rules
38.85,6.62,4.28,472.96,0.0,32.81,MEDIUM,True,synthetic:who_cdc_rules
24.07,7.66,4.54,323.46,1.52,86.36,LOW,True,synthetic:who_cdc_rules
23.49,5.64,2.87,225.74,17.66,33.81,MEDIUM,True,synthetic:who_cdc_rules
27.6,8.89,5.52,613.4,0.0,75.74,MEDIUM,True,synthetic:who_cdc_rules
27.13,6.52,10.56,50.0,0.42,56.05,MEDIUM,True,synthetic:who_cdc_rules
33.32,8.07,1.56,489.07,0.21,38.98,LOW,True,synthetic:who_cdc_rules
36.06,6.43,16.09,172.48,16.11,63.84,HIGH,True,synthetic:who_cdc_rules
25.36,8.27,6.76,434.55,0.0,48.71,LOW,True,synthetic:who_cdc_rules
25.19,7.14,4.61,412.13,1.24,39.13,LOW,True,synthetic:who_cdc_rules
23.7,8.07,23.36,120.81,0.59,86.45,MEDIUM,True,synthetic:who_cdc_rules
21.91,5.74,0.1,537.17,4.48,43.54,MEDIUM,True,synthetic:who_cdc_rules
18.93,7.86,8.12,574.47,50.57,60.29,MEDIUM,True,synthetic:who_cdc_rules
34.12,8.97,8.41,346.06,0.0,42.4,MEDIUM,True,synthetic:who_cdc_rules
38.72,5.93,19.57,304.88,3.57,58.54,HIGH,True,synthetic:who_cdc_rules
38.81,6.84,8.14,475.48,42.69,62.1,MEDIUM,True,synthetic:who_cdc_rules
19.44,8.89,6.35,573.06,12.45,45.82,MEDIUM,True,synthetic:who_cdc_rules
22.5,6.76,4.41,50.0,50.61,76.12,MEDIUM,True,synthetic:who_cdc_rules
25.53,7.16,0.1,608.73,10.9,64.75,MEDIUM,True,synthetic:who_cdc_rules
39.98,8.99,8.67,595.29,25.49,30.1,MEDIUM,True,synthetic:who_cdc_rules
28.58,8.1,2.12,158.94,37.28,81.18,LOW,True,synthetic:who_cdc_rules
26.45,5.74,7.75,898.2,16.2,68.55,MEDIUM,True,synthetic:who_cdc_rules
30.01,7.07,8.62,308.42,10.27,92.78,LOW,True,synthetic:who_cdc_rules
38.97,8.08,15.66,130.79,15.74,45.68,MEDIUM,True,synthetic:who_cdc_rules
32.45,8.81,3.57,335.42,20.96,69.67,MEDIUM,True,synthetic:who_cdc_rules
31.38,7.35,6.35,493.03,27.94,53.17,LOW,True,synthetic:who_cdc_rules
22.09,6.76,6.95,469.8,0.0,41.28,LOW,True,synthetic:who_cdc_rules
28.57,7.88,13.86,447.75,23.8,73.76,MEDIUM,True,synthetic:who_cdc_rules
26.44,7.97,18.22,59.65,23.62,64.8,MEDIUM,True,synthetic:who_cdc_rules
22.22,6.02,5.5,131.5,10.78,52.04,MEDIUM,True,synthetic:who_cdc_rules
18.36,6.44,3.79,215.55,20.88,63.09,MEDIUM,True,synthetic:who_cdc_rules
22.02,6.24,9.08,292.6,32.76,62.46,MEDIUM,True,synthetic:who_cdc_rules
30.16,6.44,10.64,537.51,32.33,92.91,HIGH,True,synthetic:who_cdc_rules
28.47,7.42,0.1,551.99,2.07,41.25,LOW,True,synthetic:who_cdc_rules
29.48,8.72,4.95,649.38,45.2,54.82,HIGH,True,synthetic:who_cdc_rules
24.78,8.49,3.58,150.87,17.6,78.5,LOW,True,synthetic:who_cdc_rules
27.44,7.33,6.66,50.0,7.88,44.37,MEDIUM,True,synthetic:who_cdc_rules
18.58,6.66,0.78,503.4,19.38,64.16,LOW,True,synthetic:who_cdc_rules
31.06,7.68,9.31,81.54,17.13,74.84,LOW,True,synthetic:who_cdc_rules
39.11,7.11,3.91,302.91,26.59,80.46,HIGH,True,synthetic:who_cdc_rules
32.51,8.04,7.57,465.76,27.92,49.6,LOW,True,synthetic:who_cdc_rules
19.98,8.09,13.87,375.73,0.0,42.35,MEDIUM,True,synthetic:who_cdc_rules
27.57,5.9,3.21,681.17,49.72,80.42,HIGH,True,synthetic:who_cdc_rules
26.82,7.69,5.48,152.87,3.78,84.84,LOW,True,synthetic:who_cdc_rules
25.2,8.63,6.49,66.48,11.59,52.05,MEDIUM,True,synthetic:who_cdc_rules
33.26,8.65,0.1,242.65,0.0,36.72,MEDIUM,True,synthetic:who_cdc_rules
20.32,6.04,0.1,50.0,9.83,94.9,MEDIUM,True,synthetic:who_cdc_rules
39.23,7.16,8.31,461.22,25.72,74.15,MEDIUM,True,synthetic:who_cdc_rules
20.21,7.05,0.1,535.99,9.75,88.49,LOW,True,synthetic:who_cdc_rules
27.39,5.92,1.27,50.0,32.8,84.43,MEDIUM,True,synthetic:who_cdc_rules
26.29,7.34,1.52,390.44,0.0,43.08,LOW,True,synthetic:who_cdc_rules
36.29,6.92,16.48,440.84,1.42,74.52,MEDIUM,True,synthetic:who_cdc_rules
30.36,6.42,5.24,432.7,0.0,56.95,MEDIUM,True,synthetic:who_cdc_rules
31.67,6.06,2.36,210.38,14.07,55.49,MEDIUM,True,synthetic:who_cdc_rules
33.34,6.74,0.88,339.21,8.05,57.11,LOW,True,synthetic:who_cdc_rules
23.02,7.54,11.47,400.1,4.4,35.52,MEDIUM,True,synthetic:who_cdc_rules
31.7,6.87,1.98,452.03,11.2,59.99,LOW,True,synthetic:who_cdc_rules
23.48,7.11,9.96,50.0,0.0,76.56,LOW,True,synthetic:who_cdc_rules
22.36,6.39,4.37,92.65,36.36,64.76,MEDIUM,True,synthetic:who_cdc_rules
30.79,6.98,10.21,263.21,24.18,51.63,MEDIUM,True,synthetic:who_cdc_rules
37.85,7.14,8.27,661.48,0.0,39.82,MEDIUM,True,synthetic:who_cdc_rules
24.48,8.86,10.46,333.42,0.0,32.13,MEDIUM,True,synthetic:who_cdc_rules
22.69,7.41,6.75,244.52,0.0,74.08,LOW,True,synthetic:who_cdc_rules
34.74,6.64,5.33,597.78,14.5,88.4,MEDIUM,True,synthetic:who_cdc_rules
37.7,6.66,4.78,50.0,5.73,84.99,MEDIUM,True,synthetic:who_cdc_rules
20.84,7.89,3.76,512.88,9.06,65.72,LOW,True,synthetic:who_cdc_rules
39.11,8.08,0.1,343.32,0.0,85.8,MEDIUM,True,synthetic:who_cdc_rules
31.13,6.36,3.06,95.13,0.0,63.77,MEDIUM,True,synthetic:who_cdc_rules
31.08,5.68,6.59,236.89,0.59,92.03,MEDIUM,True,synthetic:who_cdc_rules
29.9,6.3,10.16,290.58,3.57,69.22,MEDIUM,True,synthetic:who_cdc_rules
36.81,7.08,7.78,511.41,0.0,39.35,MEDIUM,True,synthetic:who_cdc_rules
20.09,8.48,1.01,322.21,0.0,45.27,LOW,True,synthetic:who_cdc_rules
32.12,7.17,11.83,482.81,0.0,38.1,MEDIUM,True,synthetic:who_cdc_rules
26.14,6.08,1.93,373.05,45.97,46.19,MEDIUM,True,synthetic:who_cdc_rules
20.3,8.27,4.35,480.91,0.0,62.99,LOW,True,synthetic:who_cdc_rules
22.66,5.61,13.7,404.68,0.0,71.85,MEDIUM,True,synthetic:who_cdc_rules
22.79,6.03,14.58,171.42,20.99,37.37,MEDIUM,True,synthetic:who_cdc_rules
30.75,8.04,4.32,518.65,19.11,86.73,MEDIUM,True,synthetic:who_cdc_rules
22.86,7.56,4.52,751.44,3.93,80.67,MEDIUM,True,synthetic:who_cdc_rules
24.6,5.74,8.11,570.02,16.93,42.88,MEDIUM,True,synthetic:who_cdc_rules
36.18,7.11,0.96,236.65,0.0,50.4,MEDIUM,True,synthetic:who_cdc_rules
25.31,6.87,5.89,50.0,0.0,86.17,LOW,True,synthetic:who_cdc_rules
18.86,5.57,0.1,247.04,0.0,40.09,MEDIUM,True,synthetic:who_cdc_rules
18.21,7.64,2.82,333.25,25.65,71.02,MEDIUM,True,synthetic:who_cdc_rules
30.9,8.94,2.93,111.6,13.77,36.8,MEDIUM,True,synthetic:who_cdc_rules
18.89,8.93,3.54,514.47,0.0,70.18,MEDIUM,True,synthetic:who_cdc_rules
28.49,5.51,11.16,804.31,0.0,33.78,MEDIUM,True,synthetic:who_cdc_rules
18.84,6.85,3.34,534.4,30.48,30.11,LOW,True,synthetic:who_cdc_rules
26.67,8.95,8.9,465.46,52.05,30.92,MEDIUM,True,synthetic:who_cdc_rules
19.65,8.89,11.55,151.88,1.01,61.15,MEDIUM,True,synthetic:who_cdc_rules
35.74,7.55,6.31,67.79,3.24,41.9,MEDIUM,True,synthetic:who_cdc_rules
33.29,7.6,5.93,274.2,34.4,67.45,LOW,True,synthetic:who_cdc_rules
32.78,8.14,7.89,390.59,34.25,39.49,LOW,True,synthetic:who_cdc_rules
23.42,6.59,17.18,362.34,0.0,93.43,MEDIUM,True,synthetic:who_cdc_rules
19.33,6.8,4.48,430.91,8.78,69.65,LOW,True,synthetic:who_cdc_rules
31.41,6.91,11.56,418.99,61.61,77.94,MEDIUM,True,synthetic:who_cdc_rules
29.39,6.16,7.36,50.0,2.28,55.06,MEDIUM,True,synthetic:who_cdc_rules
28.68,5.88,1.69,50.0,40.14,87.98,LOW,True,synthetic:who_cdc_rules
31.42,7.17,0.1,387.34,0.0,31.39,LOW,True,synthetic:who_cdc_rules
36.76,7.32,6.6,352.72,50.51,87.84,HIGH,True,synthetic:who_cdc_rules
20.36,5.89,5.69,481.63,0.9,65.36,MEDIUM,True,synthetic:who_cdc_rules
29.03,6.71,17.3,50.0,15.1,55.1,MEDIUM,True,synthetic:who_cdc_rules
25.69,8.8,8.68,428.78,18.84,61.97,MEDIUM,True,synthetic:who_cdc_rules
28.4,8.46,3.63,256.92,18.57,47.36,MEDIUM,True,synthetic:who_cdc_rules
34.25,6.25,5.84,50.0,0.0,60.98,MEDIUM,True,synthetic:who_cdc_rules
25.03,7.99,3.3,119.67,0.0,53.87,LOW,True,synthetic:who_cdc_rules
30.4,7.18,0.1,456.14,10.72,82.91,MEDIUM,True,synthetic:who_cdc_rules
28.62,8.51,6.72,861.36,8.52,40.79,MEDIUM,True,synthetic:who_cdc_rules
38.07,8.89,6.43,621.09,11.89,34.41,HIGH,True,synthetic:who_cdc_rules
29.7,7.5,9.03,629.91,17.94,84.38,MEDIUM,True,synthetic:who_cdc_rules
33.09,7.31,0.25,351.82,0.0,55.75,LOW,True,synthetic:who_cdc_rules
25.58,8.27,0.1,142.27,29.09,77.73,LOW,True,synthetic:who_cdc_rules
30.79,5.6,3.08,418.33,63.64,92.7,HIGH,True,synthetic:who_cdc_rules
33.08,6.4,8.09,993.19,0.0,52.46,MEDIUM,True,synthetic:who_cdc_rules
19.39,7.58,0.1,607.61,10.66,94.58,MEDIUM,True,synthetic:who_cdc_rules
18.81,6.56,0.1,601.58,22.95,87.24,MEDIUM,True,synthetic:who_cdc_rules
29.79,8.77,0.1,404.22,34.35,86.21,MEDIUM,True,synthetic:who_cdc_rules
27.61,8.29,6.88,495.67,16.47,76.35,LOW,True,synthetic:who_cdc_rules
34.25,7.63,7.51,326.15,8.46,58.3,LOW,True,synthetic:who_cdc_rules
26.76,6.23,1.74,345.02,32.43,76.9,MEDIUM,True,synthetic:who_cdc_rules
20.22,8.38,5.23,100.82,35.49,35.08,LOW,True,synthetic:who_cdc_rules
20.64,7.02,6.0,373.69,0.0,41.21,LOW,True,synthetic:who_cdc_rules
28.96,6.8,16.07,519.55,49.47,63.76,MEDIUM,True,synthetic:who_cdc_rules
35.12,7.84,11.27,349.37,10.32,71.25,MEDIUM,True,synthetic:who_cdc_rules
29.17,8.45,10.33,539.23,0.0,93.06,MEDIUM,True,synthetic:who_cdc_rules
39.3,6.12,3.18,430.02,22.34,52.86,MEDIUM,True,synthetic:who_cdc_rules
22.57,8.56,10.92,82.67,18.53,82.43,MEDIUM,True,synthetic:who_cdc_rules
19.18,6.63,0.1,381.5,38.4,87.49,LOW,True,synthetic:who_cdc_rules
20.25,8.48,7.97,602.6,0.0,61.75,MEDIUM,True,synthetic:who_cdc_rules
34.84,8.92,7.39,458.3,1.55,67.29,MEDIUM,True,synthetic:who_cdc_rules
39.83,8.39,10.2,305.07,19.33,78.68,MEDIUM,True,synthetic:who_cdc_rules
23.1,7.58,2.7,390.07,34.17,92.38,LOW,True,synthetic:who_cdc_rules
30.53,8.36,9.7,235.11,9.46,86.36,MEDIUM,True,synthetic:who_cdc_rules
39.76,7.79,5.36,427.2,9.11,93.87,MEDIUM,True,synthetic:who_cdc_rules
30.43,6.29,0.1,387.32,31.75,86.08,MEDIUM,True,synthetic:who_cdc_rules
31.41,7.45,19.1,753.04,6.86,81.75,LOW,True,synthetic:who_cdc_rules
38.78,5.83,6.53,310.97,0.0,43.41,MEDIUM,True,synthetic:who_cdc_rules
18.4,7.63,12.3,453.42,33.12,42.21,MEDIUM,True,synthetic:who_cdc_rules
20.49,7.58,5.15,431.17,0.0,44.93,LOW,True,synthetic:who_cdc_rules
24.38,8.03,15.6,482.24,39.82,42.79,MEDIUM,True,synthetic:who_cdc_rules
22.35,8.84,5.97,580.47,27.67,88.83,MEDIUM,True,synthetic:who_cdc_rules
35.92,8.32,4.89,156.03,21.45,93.7,MEDIUM,True,synthetic:who_cdc_rules
29.06,5.61,5.15,311.61,5.9,34.33,LOW,True,synthetic:who_cdc_rules
34.47,7.35,9.51,224.86,0.0,84.05,MEDIUM,True,synthetic:who_cdc_rules
34.76,7.4,0.1,624.03,2.29,83.31,MEDIUM,True,synthetic:who_cdc_rules
18.87,7.97,0.48,438.19,27.57,41.08,LOW,True,synthetic:who_cdc_rules
32.51,6.51,18.47,313.67,0.0,44.11,MEDIUM,True,synthetic:who_cdc_rules
38.02,5.71,14.11,577.48,33.56,68.04,HIGH,True,synthetic:who_cdc_rules
18.35,8.94,7.67,823.95,21.29,39.04,MEDIUM,True,synthetic:who_cdc_rules
23.61,7.07,0.1,749.84,25.81,84.15,MEDIUM,True,synthetic:who_cdc_rules
29.95,8.97,8.18,490.72,41.14,62.02,MEDIUM,True,synthetic:who_cdc_rules
24.45,5.98,12.41,437.21,23.69,59.63,MEDIUM,True,synthetic:who_cdc_rules
32.82,6.78,7.65,352.23,31.73,56.82,LOW,True,synthetic:who_cdc_rules
18.27,7.5,0.1,517.78,13.85,86.95,LOW,True,synthetic:who_cdc_rules
26.38,6.15,1.29,264.65,65.45,42.07,MEDIUM,True,synthetic:who_cdc_rules
39.8,7.77,5.3,200.23,0.0,64.47,MEDIUM,True,synthetic:who_cdc_rules
21.4,7.7,12.52,463.76,34.43,35.93,MEDIUM,True,synthetic:who_cdc_rules
34.45,7.13,1.1,279.08,33.15,48.31,LOW,True,synthetic:who_cdc_rules
34.88,5.53,6.22,766.3,14.4,91.99,HIGH,True,synthetic:who_cdc_rules
20.3,5.65,11.48,309.93,33.57,77.18,MEDIUM,True,synthetic:who_cdc_rules
30.93,7.67,13.76,687.57,32.02,33.77,HIGH,True,synthetic:who_cdc_rules
18.05,7.33,7.95,633.47,15.21,68.11,MEDIUM,True,synthetic:who_cdc_rules
30.86,5.91,3.07,614.79,6.73,42.46,MEDIUM,True,synthetic:who_cdc_rules
31.66,7.44,13.38,141.88,0.0,49.28,MEDIUM,True,synthetic:who_cdc_rules
18.49,8.32,0.1,135.88,13.65,85.35,MEDIUM,True,synthetic:who_cdc_rules
30.16,6.39,7.63,676.94,29.6,36.8,MEDIUM,True,synthetic:who_cdc_rules
32.27,8.7,0.1,869.32,8.8,31.31,MEDIUM,True,synthetic:who_cdc_rules
34.42,6.13,2.92,159.25,7.97,44.2,MEDIUM,True,synthetic:who_cdc_rules
26.02,7.32,19.22,358.69,17.73,49.54,MEDIUM,True,synthetic:who_cdc_rules
18.48,8.85,6.19,493.11,7.48,74.53,MEDIUM,True,synthetic:who_cdc_rules
25.87,5.6,3.16,453.9,23.59,38.44,MEDIUM,True,synthetic:who_cdc_rules
28.98,7.19,12.49,497.21,0.0,73.05,MEDIUM,True,synthetic:who_cdc_rules
25.3,5.53,9.53,319.08,35.19,74.11,MEDIUM,True,synthetic:who_cdc_rules
22.02,7.62,7.51,747.68,6.62,83.34,MEDIUM,True,synthetic:who_cdc_rules
32.17,6.26,8.86,453.47,11.7,76.66,MEDIUM,True,synthetic:who_cdc_rules
37.99,8.78,0.1,71.17,10.06,59.58,MEDIUM,True,synthetic:who_cdc_rules
21.89,5.93,1.97,139.48,0.0,81.75,MEDIUM,True,synthetic:who_cdc_rules
21.99,6.13,0.1,222.62,6.72,36.64,MEDIUM,True,synthetic:who_cdc_rules
35.31,7.52,0.1,938.72,25.56,36.21,MEDIUM,True,synthetic:who_cdc_rules
33.67,5.64,16.84,553.05,0.0,35.77,MEDIUM,True,synthetic:who_cdc_rules
29.15,8.01,7.78,339.47,0.75,76.57,LOW,True,synthetic:who_cdc_rules
34.96,8.75,1.62,472.11,20.14,31.14,LOW,True,synthetic:who_cdc_rules
27.79,6.63,2.35,164.54,5.85,86.42,LOW,True,synthetic:who_cdc_rules
35.09,8.3,5.22,190.54,40.39,44.06,MEDIUM,True,synthetic:who_cdc_rules
33.1,8.8,5.33,396.1,0.0,30.29,MEDIUM,True,synthetic:who_cdc_rules
22.53,7.48,5.95,456.64,0.0,93.17,LOW,True,synthetic:who_cdc_rules
19.66,6.4,13.37,53.64,11.46,81.29,MEDIUM,True,synthetic:who_cdc_rules
32.0,8.21,4.02,248.92,46.97,60.68,MEDIUM,True,synthetic:who_cdc_rules
19.69,6.07,4.3,648.09,0.0,54.04,MEDIUM,True,synthetic:who_cdc_rules
19.87,8.09,7.42,200.64,7.85,64.76,LOW,True,synthetic:who_cdc_rules
25.67,8.64,5.98,324.85,18.5,69.59,HIGH,True,synthetic:who_cdc_rules
30.8,6.55,6.59,511.33,0.0,41.55,LOW,True,synthetic:who_cdc_rules
32.49,6.29,3.53,501.1,37.01,56.42,MEDIUM,True,synthetic:who_cdc_rules
24.15,7.29,11.2,388.0,0.0,79.08,MEDIUM,True,synthetic:who_cdc_rules
19.61,6.57,7.29,418.3,35.66,68.45,LOW,True,synthetic:who_cdc_rules
35.87,8.38,7.3,419.86,10.72,76.36,MEDIUM,True,synthetic:who_cdc_rules
19.26,7.02,9.63,295.28,3.53,66.19,LOW,True,synthetic:who_cdc_rules
19.97,6.28,0.1,659.61,17.96,55.09,MEDIUM,True,synthetic:who_cdc_rules
21.06,7.04,7.2,406.15,14.89,45.36,LOW,True,synthetic:who_cdc_rules
34.0,8.52,8.74,543.88,0.0,37.83,MEDIUM,True,synthetic:who_cdc_rules
19.28,5.59,3.17,284.96,18.4,63.82,MEDIUM,True,synthetic:who_cdc_rules
25.13,8.53,19.13,785.05,28.78,48.86,HIGH,True,synthetic:who_cdc_rules
34.26,7.77,12.03,607.57,39.89,61.16,MEDIUM,True,synthetic:who_cdc_rules
29.35,8.69,0.1,297.83,17.44,48.07,MEDIUM,True,synthetic:who_cdc_rules
31.43,8.46,11.28,588.57,0.0,40.04,MEDIUM,True,synthetic:who_cdc_rules
22.89,8.6,1.77,399.64,26.78,57.53,MEDIUM,True,synthetic:who_cdc_rules
34.14,5.6,10.79,358.14,8.98,92.08,HIGH,True,synthetic:who_cdc_rules
26.65,6.3,5.49,387.56,0.0,90.71,MEDIUM,True,synthetic:who_cdc_rules
33.18,8.83,11.06,172.61,9.19,50.01,MEDIUM,True,synthetic:who_cdc_rules
20.91,7.82,6.44,373.45,0.0,81.68,LOW,True,synthetic:who_cdc_rules
29.91,8.41,14.01,189.79,27.15,77.97,MEDIUM,True,synthetic:who_cdc_rules
37.19,7.58,8.72,558.16,14.49,55.28,MEDIUM,True,synthetic:who_cdc_rules
25.17,7.7,0.1,230.91,21.36,63.78,LOW,True,synthetic:who_cdc_rules
25.28,6.43,7.78,268.49,3.34,77.12,MEDIUM,True,synthetic:who_cdc_rules
27.93,6.72,6.97,423.97,0.0,67.39,LOW,True,synthetic:who_cdc_rules
29.54,7.84,0.1,688.74,13.23,92.68,MEDIUM,True,synthetic:who_cdc_rules
19.95,8.65,13.51,227.3,36.15,39.84,MEDIUM,True,synthetic:who_cdc_rules
24.97,6.93,0.1,397.82,13.39,62.66,LOW,True,synthetic:who_cdc_rules
31.39,7.16,10.46,464.35,14.87,78.99,MEDIUM,True,synthetic:who_cdc_rules
27.37,5.99,0.1,339.99,53.32,44.95,MEDIUM,True,synthetic:who_cdc_rules
37.98,6.55,1.6,422.5,0.0,65.34,MEDIUM,True,synthetic:who_cdc_rules
35.57,7.3,6.6,363.24,0.39,52.76,MEDIUM,True,synthetic:who_cdc_rules
23.94,6.45,4.96,50.0,31.18,64.51,MEDIUM,True,synthetic:who_cdc_rules
39.43,8.4,0.12,730.17,0.0,48.7,MEDIUM,True,synthetic:who_cdc_rules
